Time,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
4941,0.02,0,1,0,0,0
4950,0.02,0,1,0,0,0
4958,0.02,0,1,0,0,0
4965,0.02,-0.01,1,0,0,0
4973,0.02,-0.01,1,0,0,0
4981,0.02,0,1,0,0,0
4989,0.02,0,1,0,0,0
4997,0.02,0,1,0,0,0
5005,0.02,0,1,0,0,0
5012,0.02,0,1,0,0,0
5020,0.02,0,1,0,0,0
5029,0.02,0,1,0,0,0
5036,0.02,0,1,0,0,0
5044,0.02,0,1,0,0,0
5052,0.02,0,1,0,0,0
5060,0.02,0,1,0,0,0
5067,0.02,0,1,0,0,0
5076,0.02,0,1,0,0,0
5084,0.02,0,1,0,0,0
5091,0.02,0,1,0,0,0
5099,0.02,0,1,0,0,0
5107,0.02,0,1,0,0,0
5115,0.02,0,1,0,0,0
5123,0.02,0,1,0,0,0
5131,0.02,0,1,0,0,0
5138,0.02,0,1,0,0,0
5146,0.02,0,1,0,0,0
5154,0.02,0,1,0,0,0
5162,0.02,0,1,0,0,0
5170,0.02,0,1,0,0,0
5178,0.02,0,1,0,0,0
5185,0.02,0,1,0,0,0
5193,0.02,0,1,0,0,0
5202,0.02,0,1,0,0,0
5210,0.02,0,1,0,0,0
5217,0.02,0,1,0,0,0
5225,0.02,0,1,0,0,0
5233,0.02,0,1,0,0,0
5240,0.02,0,1,0,0,0
5249,0.02,0,1,0,0,0
5257,0.02,0,1,0,0,0
5264,0.02,0,1,0,0,0
5272,0.02,0,1,0,0,0
5280,0.02,0,1,0,0,0
5288,0.02,0,1,0,0,0
5296,0.02,0,1,0,0,0
5304,0.02,0,1,0,0,0
5311,0.02,0,1,0,0,0
5319,0.02,0,1,0,0,0
5328,0.02,0,1,0,0,0
5335,0.02,0,1,0,0,0
5343,0.02,0,1,0,0,0
5351,0.02,0,1,0,0,0
5358,0.02,0,1,0,0,0
5366,0.02,0,1,0,0,0
5375,0.02,0,1,0,0,0
5382,0.02,0,1,0,0,0
5390,0.02,0,1,0,0,0
5398,0.02,0,1,0,0,0
5406,0.02,0,1,0,0,0
5414,0.02,0,1,0,0,0
5422,0.02,0,1,0,0,0
5430,0.02,0,1,0,0,0
5437,0.02,0,1,0,0,0
5445,0.02,0,1,0,0,0
5453,0.02,0,1,0,0,0
5461,0.02,0,1,0,0,0
5469,0.02,0,1,0,0,0
5477,0.02,0,1,0,0,0
5484,0.02,0,1,0,0,0
5492,0.02,0,1,0,0,0
5501,0.02,0,1,0,0,0
5508,0.02,0,1,0,0,0
5516,0.02,0,1,0,0,0
5524,0.02,0,1,0,0,0
5531,0.02,0,1,0,0,0
5539,0.02,0,1,0,0,0
5548,0.02,0,1,0,0,0
5556,0.02,0,1,0,0,0
5563,0.02,0,1,0,0,0
5571,0.02,0,1,0,0,0
5579,0.02,0,1,0,0,0
5587,0.02,0,1,0,0,0
5595,0.02,0,1,0,0,0
5603,0.02,0,1,0,0,0
5610,0.02,0,1,0,0,0
5618,0.02,0,1,0,0,0
5627,0.02,0,1,0,0,0
5634,0.02,0,1,0,0,0
5642,0.02,0,1,0,0,0
5650,0.02,0,1,0,0,0
5657,0.02,0,1,0,0,0
5665,0.02,0,1,0,0,0
5674,0.02,0,1,0,0,0
5681,0.02,0,1,0,0,0
5689,0.02,0,1,0,0,0
5697,0.02,0,1,0,0,0
5705,0.02,0,1,0,0,0
5713,0.02,0,1,0,0,0
5721,0.02,0,1,0,0,0
5729,0.02,0,1,0,0,0
5736,0.02,0,1,0,0,0
5744,0.02,0,1,0,0,0
5752,0.02,0,1,0,0,0
5760,0.02,0,1,0,0,0
5768,0.02,0,1,0,0,0
5776,0.02,0,1,0,0,0
5783,0.02,0,1,0,0,0
5791,0.02,0,1,0,0,0
5800,0.02,0,1,0,0,0
5807,0.02,0,1,0,0,0
5815,0.02,0,1,0,0,0
5823,0.02,0,1,0,0,0
5830,0.02,0,1,0,0,0
5839,0.02,0,1,0,0,0
5847,0.02,0,1,0,0,0
5855,0.02,0,1,0,0,0
5862,0.02,0,1,0,0,0
5870,0.02,0,1,0,0,0
5878,0.02,0,1,0,0,0
5886,0.02,0,1,0,0,0
5894,0.02,0,1,0,0,0
5902,0.02,0,1,0,0,0
5909,0.02,0,1,0,0,0
5917,0.02,0,1,0,0,0
5926,0.02,0,1,0,0,0
5933,0.02,0,1,0,0,0
5941,0.02,0,1,0,0,0
5949,0.02,0,1,0,0,0
5956,0.02,0,1,0,0,0
5964,0.02,0,1,0,0,0
5973,0.02,0,1,0,0,0
5981,0.02,0,1,0,0,0
5988,0.02,0,1,0,0,0
5996,0.02,0,1,0,0,0
6004,0.02,0,1,0,0,0
6012,0.02,0,1,0,0,0
6020,0.02,0,1,0,0,0
6028,0.02,0,1,0,0,0
6035,0.02,0,1,0,0,0
6043,0.02,0,1,0,0,0
6051,0.02,0,1,0,0,0
6059,0.02,0,1,0,0,0
6067,0.02,0,1,0,0,0
6075,0.02,0,1,0,0,0
6082,0.02,0,1,0,0,0
6090,0.02,0,1,0,0,0
6099,0.02,0,1,0,0,0
6106,0.02,0,1,0,0,0
6114,0.02,0,1,0,0,0
6122,0.02,0,1,0,0,0
6130,0.02,0,1,0,0,0
6138,0.02,0,1,0,0,0
6146,0.02,0,1,0,0,0
6154,0.02,0,1,0,0,0
6161,0.02,0,1,0,0,0
6169,0.02,0,1,0,0,0
6177,0.02,0,1,0,0,0
6185,0.02,0,1,0,0,0
6193,0.02,0,1,0,0,0
6201,0.02,0,1,0,0,0
6208,0.02,0,1,0,0,0
6216,0.02,0,1,0,0,0
6225,0.02,0,1,0,0,0
6232,0.02,0,1,0,0,0
6240,0.02,0,1,0,0,0
6248,0.02,0,1,0,0,0
6255,0.02,0,1,0,0,0
6263,0.02,0,1,0,0,0
6272,0.02,0,1,0,0,0
6279,0.02,0,1,0,0,0
6287,0.02,0,1,0,0,0
6295,0.02,0,1,0,0,0
6303,0.02,0,1,0,0,0
6311,0.02,0,1,0,0,0
6319,0.02,0,1,0,0,0
6327,0.02,0,1,0,0,0
6334,0.02,0,1,0,0,0
6342,0.02,0,1,0,0,0
6351,0.02,0,1,0,0,0
6358,0.02,0,1,0,0,0
6366,0.02,0,1,0,0,0
6374,0.02,0,1,0,0,0
6381,0.02,0,1,0,0,0
6389,0.02,0,1,0,0,0
6398,0.02,0,1,0,0,0
6405,0.02,0,1,0,0,0
6413,0.02,0,1,0,0,0
6421,0.02,0,1,0,0,0
6428,0.02,0,1,0,0,0
6437,0.02,0,1,0,0,0
6445,0.02,0,1,0,0,0
6452,0.02,0,1,0,0,0
6460,0.02,0,1,0,0,0
6468,0.02,0,1,0,0,0
6475,0.02,0,1,0,0,0
6484,0.02,0,1,0,0,0
6492,0.02,0,1,0,0,0
6500,0.02,0,1,0,0,0
6507,0.02,0,1,0,0,0
6515,0.02,0,1,0,0,0
6524,0.02,0,1,0,0,0
6531,0.02,0,1,0,0,0
6539,0.02,0,1,0,0,0
6547,0.02,0,1,0,0,0
6554,0.02,0,1,0,0,0
6562,0.02,0,1,0,0,0
6571,0.02,0,1,0,0,0
6578,0.02,0,1,0,0,0
6586,0.02,0,1,0,0,0
6594,0.02,0,1,0,0,0
6601,0.02,0,1,0,0,0
6610,0.02,0,1,0,0,0
6618,0.02,0,1,0,0,0
6625,0.02,0,1,0,0,0
6633,0.02,0,1,0,0,0
6641,0.02,0,1,0,0,0
6648,0.02,0,1,0,0,0
6657,0.02,0,1,0,0,0
6665,0.02,0,1,0,0,0
6673,0.02,0,1,0,0,0
6680,0.02,0,1,0,0,0
6688,0.02,0,1,0,0,0
6697,0.02,0,1,0,0,0
6704,0.02,0,1,0,0,0
6712,0.02,0,1,0,0,0
6720,0.02,0,1,0,0,0
6727,0.02,0,1,0,0,0
6736,0.02,0,1,0,0,0
6744,0.02,0,1,0,0,0
6751,0.02,0,1,0,0,0
6759,0.02,0,1,0,0,0
6767,0.02,0,1,0,0,0
6774,0.02,0,1,0,0,0
6783,0.02,0,1,0,0,0
6791,0.02,0,1,0,0,0
6798,0.02,0,1,0,0,0
6806,0.02,0,1,0,0,0
6814,0.02,0,1,0,0,0
6822,0.02,0,1,0,0,0
6830,0.02,0,1,0,0,0
6838,0.02,0,1,0,0,0
6845,0.02,0,1,0,0,0
6853,0.02,0,1.01,0,0,0
6861,0.02,0,1,0,0,0
6870,0.02,0,1,0,0,0
6877,0.02,0,1,0,0,0
6885,0.02,0,1,0,0,0
6893,0.02,0,1,0,0,0
6900,0.02,0,1,0,0,0
6909,0.02,0,1,0,0,0
6917,0.02,0,1,0,0,0
6924,0.02,0,1,0,0,0
